level_0,index,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,isGoal_x,cardType_x,isOwnGoal_x,cumulative_mins,isGoal_y,cardType_y,isOwnGoal_y,x1_bin_xT,y1_bin_xT,x2_bin_xT,y2_bin_xT,start_zone_value_xT,end_zone_value_xT,xT,teamName,oppositionTeamName,shirtNo,name,position,isFirstEleven,prog_pass,prog_carry,pass_or_carry_angle,shortName,possession_id,possession_team,MatchName,GameWeek
891,892,518.0,51.0,37.0,24,72.765,53.040000000000006,51.0,FirstHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '68.9'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.64'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '69.0'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '6.1'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]","[91, 119, 117, 30, 205, 35, 38, 217, 218]",True,369813.0,72.34500000000001,46.92,,,,,,,,,,,51.61666666666667,,,,8.0,6.0,8.0,5.0,0.02401521,0.0241224,0.00010719000000000006,Aston Villa,Everton,41.0,Jacob Ramsey,AML,True,2.3201519954309546,0.0,-93.92590770368386,J. Ramsey,48.0,Aston Villa,Aston Villa vs Everton,4
892,893,519.0,51.0,38.0,24,72.34500000000001,46.92,51.0,FirstHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '73.4'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '87.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '13.4'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.21'}]","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,136345.0,77.07000000000001,59.50000000000001,,,,,,,,,,,51.63333333333333,,,,8.0,5.0,8.0,7.0,0.0241224,0.02122129,-0.0029011099999999984,Aston Villa,Everton,8.0,Youri Tielemans,DMC,True,-2.701747269422583,0.0,69.41401316601211,Y. Tielemans,48.0,Aston Villa,Aston Villa vs Everton,4
893,894,519.5,51.0,39.5,24,77.07000000000001,59.50000000000001,51.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,89925.0,76.02000000000001,55.69200000000001,,,,,,520.0,,,,,51.65833333333333,,,,8.0,6.0,8.0,6.0,0.02401521,0.02401521,0.0,Aston Villa,Everton,12.0,Lucas Digne,DL,True,0.0,1.6205522951141589,-105.4154111091194,L. Digne,48.0,Aston Villa,Aston Villa vs Everton,4
894,895,520.0,51.0,41.0,24,76.02000000000001,55.69200000000001,51.0,FirstHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '74.6'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '7.4'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.88'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '67.2'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[91, 119, 117, 30, 205, 35, 38, 217, 218]",True,89925.0,70.56,50.728,,,,,,,,,,,51.68333333333333,,,,8.0,6.0,8.0,6.0,0.02401521,0.02401521,0.0,Aston Villa,Everton,12.0,Lucas Digne,DL,True,-2.088374124911539,0.0,-137.72422181325038,L. Digne,48.0,Aston Villa,Aston Villa vs Everton,4
895,896,521.0,51.0,43.0,24,70.56,50.728,51.0,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.73'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '14.0'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '54.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '67.4'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,136345.0,70.77000000000001,36.720000000000006,,,,,,,,,,,51.71666666666667,,,,8.0,5.0,8.0,4.0,0.0241224,0.02385149,-0.0002709099999999992,Aston Villa,Everton,8.0,Youri Tielemans,DMC,True,3.949691582639467,0.0,-89.14111847221668,Y. Tielemans,48.0,Aston Villa,Aston Villa vs Everton,4
896,897,522.0,51.0,46.0,24,70.665,37.944,51.0,FirstHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '69.5'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '9.3'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '67.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.60'}]","[91, 119, 117, 30, 205, 35, 37, 217, 218]",True,400815.0,70.35000000000001,47.260000000000005,,,,,,,,,,,51.766666666666666,,,,8.0,4.0,8.0,5.0,0.02385149,0.0241224,0.0002709099999999992,Aston Villa,Everton,24.0,Amadou Onana,DMC,True,-2.539762643837463,0.0,91.9365926441072,A. Onana,48.0,Aston Villa,Aston Villa vs Everton,4
897,898,522.5,51.0,47.5,24,70.35000000000001,47.260000000000005,51.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,136345.0,72.55499999999999,40.392,,,,,,523.0,,,,,51.79166666666667,,,,8.0,5.0,8.0,4.0,0.0241224,0.02385149,-0.0002709099999999992,Aston Villa,Everton,8.0,Youri Tielemans,DMC,True,0.0,4.031889275522275,-72.20055636198846,Y. Tielemans,48.0,Aston Villa,Aston Villa vs Everton,4
898,899,523.0,51.0,49.0,24,72.55499999999999,40.392,51.0,FirstHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '26.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.83'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '20.6'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '72.0'}]","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,136345.0,75.60000000000001,14.008000000000003,,,,,,,,,,,51.81666666666667,,,,8.0,4.0,8.0,1.0,0.02385149,0.02401521,0.00016371999999999914,Aston Villa,Everton,8.0,Youri Tielemans,DMC,True,-2.484689957010019,0.0,-83.41657167939057,Y. Tielemans,48.0,Aston Villa,Aston Villa vs Everton,4
899,900,524.0,51.0,53.0,24,74.76,13.192,51.0,FirstHalf,Pass,Successful,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '5.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.46'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '12.9'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '79.6'}]","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,408946.0,83.58,3.74,,,,,,,,,,,51.88333333333333,,,,8.0,1.0,9.0,0.0,0.02401521,0.02756312,0.0035479100000000013,Aston Villa,Everton,26.0,Lamare Bogarde,DR,True,-0.3666715087708212,0.0,-46.980981970696554,L. Bogarde,48.0,Aston Villa,Aston Villa vs Everton,4
900,901,524.5,51.0,54.0,24,83.58,3.74,51.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,318449.0,85.67999999999999,6.868,,,,,,525.0,,,,,51.9,,,,9.0,0.0,9.0,0.0,0.02756312,0.02756312,0.0,Aston Villa,Everton,7.0,John McGinn,AMR,True,0.0,3.766259812363998,56.12434608694934,J. McGinn,48.0,Aston Villa,Aston Villa vs Everton,4
901,902,525.0,51.0,55.0,24,85.67999999999999,6.868,51.0,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.20'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '69.8'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '21.0'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '35.0'}]","[91, 119, 117, 30, 205, 35, 37, 217, 218]",True,318449.0,73.29,23.8,,,,,,,,,,,51.916666666666664,,,,9.0,0.0,8.0,2.0,0.02756312,0.0241224,-0.0034407200000000013,Aston Villa,Everton,7.0,John McGinn,AMR,True,-0.0023458561939619926,0.0,126.19481989026673,J. McGinn,48.0,Aston Villa,Aston Villa vs Everton,4
902,903,526.0,51.0,58.0,24,72.66000000000001,26.452,51.0,FirstHalf,Pass,Successful,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '5.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.67'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '47.0'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '68.7'}]","[91, 119, 117, 30, 205, 35, 37, 217, 218]",True,400815.0,72.135,31.96,,,,,,,,,,,51.96666666666667,,,,8.0,3.0,8.0,3.0,0.02385149,0.02385149,0.0,Aston Villa,Everton,24.0,Amadou Onana,DMC,True,0.28090123204894724,0.0,95.44475004720356,A. Onana,48.0,Aston Villa,Aston Villa vs Everton,4
903,904,527.0,51.0,59.0,24,70.98,31.076000000000004,51.0,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '67.4'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '17.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.70'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '20.0'}]","[91, 120, 29, 35, 38, 217, 218]",True,136345.0,70.77000000000001,13.600000000000001,,,,,,,,,,,51.983333333333334,,,,,,,,,,,Aston Villa,Everton,8.0,Youri Tielemans,DMC,True,-5.702445095225222,0.0,-90.68846043826277,Y. Tielemans,48.0,Aston Villa,Aston Villa vs Everton,4
904,905,282.0,52.0,1.0,31,33.39,54.944,52.0,FirstHalf,TakeOn,Unsuccessful,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '528'}, {'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 53]",True,366116.0,,,,,,,,,,,,,52.016666666666666,,,,,,,,,,,Everton,Aston Villa,10.0,Iliman Ndiaye,AML,True,0.0,0.0,,I. Ndiaye,49.0,Everton,Aston Villa vs Everton,4
905,906,528.0,52.0,1.0,24,71.61,13.056000000000001,52.0,FirstHalf,Tackle,Unsuccessful,"[{'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '282'}]","[91, 142]",True,408946.0,,,,,,,,,,,,,52.016666666666666,,,,,,,,,,,Aston Villa,Everton,26.0,Lamare Bogarde,DR,True,0.0,0.0,,L. Bogarde,49.0,Everton,Aston Villa vs Everton,4
906,907,283.0,52.0,2.0,31,29.085,60.86000000000001,52.0,FirstHalf,BallRecovery,Successful,[],[93],False,8166.0,,,,,,,,,,,,,52.03333333333333,,,,,,,,,,,Everton,Aston Villa,18.0,Ashley Young,DR,True,0.0,0.0,,A. Young,49.0,Everton,Aston Villa vs Everton,4
907,908,284.0,52.0,2.0,31,29.085,60.86000000000001,52.0,FirstHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.06'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '42.7'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '90.8'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '15.8'}]","[91, 117, 30, 36, 37, 216, 218]",True,8166.0,44.83500000000001,61.744,,,,,,,,,,,52.03333333333333,,,,3.0,7.0,5.0,7.0,0.00977659,0.01248344,0.0027068500000000002,Everton,Aston Villa,18.0,Ashley Young,DR,True,14.27295376479131,0.0,3.212468788977499,A. Young,49.0,Everton,Aston Villa vs Everton,4
908,909,285.0,52.0,4.0,31,0.0,0.0,52.0,FirstHalf,End,Successful,[],[],False,,,,,,,,,,,,,,52.06666666666667,,,,,,,,,,,Everton,Aston Villa,,nan,,,0.0,0.0,,nan,49.0,Everton,Aston Villa vs Everton,4
909,910,529.0,52.0,4.0,24,0.0,0.0,52.0,FirstHalf,End,Successful,[],[],False,,,,,,,,,,,,,,52.06666666666667,,,,,,,,,,,Aston Villa,Everton,,nan,,,0.0,0.0,,nan,49.0,Everton,Aston Villa vs Everton,4
910,911,11115.0,22.0,,31,73.605,47.124,22.0,FirstHalf,OffsideGiven,Unsuccessful,[],[61],False,141469.0,,,,,,,,,,,,,,,,,,,,,,,,Everton,Aston Villa,9.0,Dominic Calvert-Lewin,FW,True,0.0,0.0,,D. Calvert-Lewin,49.0,Everton,Aston Villa vs Everton,4
911,912,11248.0,45.0,,31,90.09,60.18000000000001,45.0,FirstHalf,OffsideGiven,Unsuccessful,[],[61],False,357427.0,,,,,,,,,,,,,,,,,,,,,,,,Everton,Aston Villa,7.0,Dwight McNeil,AMC,True,0.0,0.0,,D. McNeil,49.0,Everton,Aston Villa vs Everton,4
912,913,530.0,45.0,0.0,24,0.0,0.0,53.0,SecondHalf,SubstitutionOff,Successful,"[{'type': {'value': 44, 'displayName': 'PlayerPosition'}, 'value': 'Midfielder'}, {'type': {'value': 55, 'displayName': 'RelatedEventId'}, 'value': '531'}, {'type': {'value': 59, 'displayName': 'JerseyNumber'}, 'value': '24'}]",[214],False,400815.0,,,,,,,,531.0,92547.0,,,,52.06666666666667,,,,,,,,,,,Aston Villa,Everton,24.0,Amadou Onana,DMC,True,0.0,0.0,,A. Onana,49.0,Everton,Aston Villa vs Everton,4
913,914,531.0,45.0,0.0,24,0.0,0.0,53.0,SecondHalf,SubstitutionOn,Successful,"[{'type': {'value': 55, 'displayName': 'RelatedEventId'}, 'value': '530'}, {'type': {'value': 44, 'displayName': 'PlayerPosition'}, 'value': 'Midfielder'}, {'type': {'value': 145, 'displayName': 'FormationSlot'}, 'value': '8'}, {'type': {'value': 59, 'displayName': 'JerseyNumber'}, 'value': '6'}]",[213],False,92547.0,,,,,,,,530.0,400815.0,,,,52.06666666666667,,,,,,,,,,,Aston Villa,Everton,6.0,Ross Barkley,Sub,,0.0,0.0,,R. Barkley,49.0,Everton,Aston Villa vs Everton,4
914,915,286.0,45.0,0.0,31,0.0,0.0,53.0,SecondHalf,Start,Successful,[],[],False,,,,,,,,,,,,,,52.06666666666667,,,,,,,,,,,Everton,Aston Villa,,nan,,,0.0,0.0,,nan,49.0,Everton,Aston Villa vs Everton,4
915,916,532.0,45.0,0.0,24,0.0,0.0,53.0,SecondHalf,Start,Successful,[],[],False,,,,,,,,,,,,,,52.06666666666667,,,,,,,,,,,Aston Villa,Everton,,nan,,,0.0,0.0,,nan,49.0,Everton,Aston Villa vs Everton,4
916,917,287.0,45.0,0.0,31,52.5,34.204,53.0,SecondHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.10'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '33.2'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '18.4'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '52.1'}]","[91, 117, 127, 35, 37, 215, 218]",True,357427.0,19.32,35.428000000000004,,,,,,,,,,,52.06666666666667,,,,6.0,4.0,2.0,4.0,0.01689528,0.01016549,-0.006729789999999999,Everton,Aston Villa,7.0,Dwight McNeil,AMC,True,-33.19150283236479,0.0,177.88733429972947,D. McNeil,50.0,Everton,Aston Villa vs Everton,4
917,918,287.5,45.0,2.0,31,19.32,35.428000000000004,53.0,SecondHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,110189.0,25.095,38.284,,,,,,288.0,,,,,52.10000000000001,,,,2.0,4.0,2.0,4.0,0.01016549,0.01016549,0.0,Everton,Aston Villa,1.0,Jordan Pickford,GK,True,0.0,5.672141107358286,26.31448814094367,J. Pickford,50.0,Everton,Aston Villa vs Everton,4
918,919,288.0,45.0,4.0,31,25.095,38.284,53.0,SecondHalf,Pass,Unsuccessful,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '48.8'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.94'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '32.3'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '67.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 1, 'displayName': 'Longball'}}]","[91, 120, 128, 36, 38, 217, 218]",True,110189.0,71.08500000000001,21.964,,,,,,,,,,,52.13333333333334,,,,,,,,,,,Everton,Aston Villa,1.0,Jordan Pickford,GK,True,44.03236414849685,0.0,-19.537725747172182,J. Pickford,50.0,Everton,Aston Villa vs Everton,4
919,920,533.0,45.0,6.0,24,39.480000000000004,44.2,53.0,SecondHalf,BallRecovery,Successful,[],[93],False,344259.0,,,,,,,,,,,,,52.16666666666667,,,,,,,,,,,Aston Villa,Everton,14.0,Pau Torres,DC,True,0.0,0.0,,P. Torres,51.0,Aston Villa,Aston Villa vs Everton,4
920,921,534.0,45.0,10.0,24,44.205000000000005,47.668,53.0,SecondHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '33.1'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '87.8'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '15.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.24'}]","[91, 117, 30, 35, 37, 215, 218]",True,344259.0,34.755,59.704,,,,,,,,,,,52.233333333333334,,,,5.0,5.0,3.0,7.0,0.01429128,0.00977659,-0.00451469,Aston Villa,Everton,14.0,Pau Torres,DC,True,-12.487615843942628,0.0,128.13703824509616,P. Torres,51.0,Aston Villa,Aston Villa vs Everton,4
921,922,534.5,45.0,11.0,24,34.755,59.704,53.0,SecondHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,89925.0,35.805,55.284,,,,,,535.0,,,,,52.25,,,,4.0,7.0,4.0,6.0,0.01126267,0.01214719,0.0008845199999999998,Aston Villa,Everton,12.0,Lucas Digne,DL,True,0.0,2.4056525477859907,-76.63671391880358,L. Digne,51.0,Aston Villa,Aston Villa vs Everton,4
922,923,535.0,45.0,12.0,24,35.805,55.284,53.0,SecondHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.97'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '22.4'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '57.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '19.7'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[91, 117, 30, 35, 38, 215, 218]",True,89925.0,20.685,38.760000000000005,,,,,,,,,,,52.26666666666667,,,,4.0,6.0,2.0,4.0,0.01214719,0.01016549,-0.001981700000000001,Aston Villa,Everton,12.0,Lucas Digne,DL,True,-12.054803913105104,0.0,-132.45953259538967,L. Digne,51.0,Aston Villa,Aston Villa vs Everton,4
923,924,535.5,45.0,15.0,24,20.685,38.760000000000005,53.0,SecondHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,102248.0,24.255000000000003,36.108000000000004,,,,,,536.0,,,,,52.31666666666667,,,,2.0,4.0,2.0,4.0,0.01016549,0.01016549,0.0,Aston Villa,Everton,23.0,Emiliano Martinez,GK,True,0.0,3.6767439532273727,-36.60707481260748,E. Martinez,51.0,Aston Villa,Aston Villa vs Everton,4
924,925,536.0,45.0,18.0,24,24.255000000000003,36.108000000000004,53.0,SecondHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '30.7'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.93'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '13.3'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '68.7'}]","[91, 117, 30, 36, 37, 215, 218]",True,102248.0,32.235,46.71600000000001,,,,,,,,,,,52.36666666666667,,,,2.0,4.0,3.0,5.0,0.01016549,0.01110462,0.0009391300000000016,Aston Villa,Everton,23.0,Emiliano Martinez,GK,True,6.904779624522433,0.0,53.04723019424587,E. Martinez,51.0,Aston Villa,Aston Villa vs Everton,4
925,926,537.0,45.0,28.0,24,53.655,45.084,53.0,SecondHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '55.1'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '58.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.36'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '6.9'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[91, 119, 117, 30, 36, 38, 216, 218]",True,344259.0,57.855000000000004,39.57600000000001,,,,,,,,,,,52.53333333333334,,,,6.0,5.0,6.0,4.0,0.01685596,0.01689528,3.931999999999894e-05,Aston Villa,Everton,14.0,Pau Torres,DC,True,5.0541447248944,0.0,-52.67349284943208,P. Torres,51.0,Aston Villa,Aston Villa vs Everton,4
926,927,538.0,45.0,29.0,24,57.75,38.692,53.0,SecondHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '55.3'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '7.8'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.75'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '45.5'}]","[91, 119, 117, 30, 36, 38, 216, 218]",True,136345.0,58.065,30.94,,,,,,,,,,,52.550000000000004,,,,6.0,4.0,6.0,3.0,0.01689528,0.01689528,0.0,Aston Villa,Everton,8.0,Youri Tielemans,DMC,True,0.44774509702702403,0.0,-87.67308477776733,Y. Tielemans,51.0,Aston Villa,Aston Villa vs Everton,4
927,928,539.0,45.0,29.0,24,57.75,31.484,53.0,SecondHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.07'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '17.4'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '48.2'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '38.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 30, 35, 37, 216, 218]",True,92547.0,40.425000000000004,32.776,,,,,,,,,,,52.550000000000004,,,,6.0,3.0,4.0,3.0,0.01689528,0.01262646,-0.004268819999999998,Aston Villa,Everton,6.0,Ross Barkley,Sub,,-17.26965981779597,0.0,175.73510099181584,R. Barkley,51.0,Aston Villa,Aston Villa vs Everton,4
928,929,540.0,45.0,31.0,24,37.800000000000004,32.776,53.0,SecondHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '70.7'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '45.8'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '18.4'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.98'}]","[91, 117, 30, 36, 37, 216, 218]",True,301440.0,48.089999999999996,48.07600000000001,,,,,,,,,,,52.583333333333336,,,,4.0,3.0,5.0,5.0,0.01262646,0.01429128,0.0016648199999999991,Aston Villa,Everton,4.0,Ezri Konsa,DC,True,8.586220836850245,0.0,56.07723428791527,E. Konsa,51.0,Aston Villa,Aston Villa vs Everton,4
929,930,540.5,45.0,33.0,24,48.089999999999996,48.07600000000001,53.0,SecondHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,344259.0,53.550000000000004,48.07600000000001,,,,,,541.0,,,,,52.616666666666674,,,,5.0,5.0,6.0,5.0,0.01429128,0.01685596,0.0025646799999999997,Aston Villa,Everton,14.0,Pau Torres,DC,True,0.0,5.284169144006846,0.0,P. Torres,51.0,Aston Villa,Aston Villa vs Everton,4
930,931,541.0,45.0,35.0,24,53.550000000000004,48.07600000000001,53.0,SecondHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '65.4'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.77'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '51.2'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '3.6'}]","[91, 119, 117, 30, 36, 38, 216, 218]",True,344259.0,53.760000000000005,44.47200000000001,,,,,,,,,,,52.650000000000006,,,,6.0,5.0,6.0,5.0,0.01685596,0.01685596,0.0,Aston Villa,Everton,14.0,Pau Torres,DC,True,1.0416129941482808,0.0,-86.66522638404791,P. Torres,51.0,Aston Villa,Aston Villa vs Everton,4
